model,file,si_sdr_clean_vs_enh,lsd_clean_vs_enh,dur_s
ulunas,p252_004_mic2-806c604a83cf-1b5414f93f1c.wav,24.615,4.0586,5.59
ulunas,p252_028_mic2-6c1016faf7e6-e4d71a84d3d7.wav,31.3766,4.9717,3.459
ulunas,p252_029_mic2-2c2b9fdb976c-89b767d95bde.wav,33.7414,4.9597,3.386
ulunas,p252_083_mic2-a30acb3b9eba-75e43f14033c.wav,25.8458,6.0083,3.204
ulunas,p252_101_mic2-94541922203d-7274632a5bd3.wav,27.3285,5.1776,5.447
ulunas,p252_125_mic2-e28df9dad3d1-e4f5acd96db5.wav,26.6922,4.8954,3.702
ulunas,p252_176_mic2-e2611f2298b8-cfbbf9521bb2.wav,20.9885,4.5764,4.726
ulunas,p252_218_mic2-d2bebb412901-a80e86449469.wav,24.7219,5.1603,3.522
ulunas,p252_224_mic2-2b4866d825e4-a3729731db48.wav,26.3487,5.1784,3.89
ulunas,p252_233_mic2-d8a3ad4c830f-56c81339b705.wav,29.0629,5.3953,3.823
ulunas,p252_281_mic2-8851d0e07ad3-4e9cc920cc03.wav,27.2873,5.7509,3.217
ulunas,p252_297_mic2-98220718ed63-95b6b5bf0be5.wav,35.5946,4.2848,3.99
ulunas,p252_343_mic2-1fd9a2166037-bb37dd93d646.wav,29.2164,5.5552,3.684
ulunas,p252_381_mic2-10795ad8873a-6678f7299782.wav,31.6201,5.8656,3.562
ulunas,p252_384_mic2-dcc80ecd040c-caaea163956c.wav,34.625,5.4096,3.496
ulunas,p253_002_mic2-406e3d4815fb-686703c90fa9.wav,25.3396,5.3834,3.926
ulunas,p253_020_mic2-f2a35070051d-000fbc7a88ec.wav,24.5057,5.3449,4.114
ulunas,p253_024_mic1-64d303d445de-9e03ffd95482.wav,24.5108,5.144,6.829
ulunas,p253_085_mic2-11ec45192c6b-12e72f0039b1.wav,34.8557,6.2846,3.195
ulunas,p253_101_mic1-2637a392731f-41cdb8a92d10.wav,23.1716,5.6845,3.416
ulunas,p253_180_mic2-a486fd44ebb5-aa2bdd701ac5.wav,30.5238,5.1626,4.077
ulunas,p253_197_mic2-9c681c304a2f-95ff793d1fb4.wav,24.8469,5.9706,4.675
ulunas,p253_225_mic2-2590a19c47fa-2fc71a00f889.wav,31.5155,6.7792,3.89
ulunas,p253_265_mic2-52db3cc103dd-9c8692052016.wav,30.7684,6.4806,3.276
ulunas,p253_276_mic2-9a6f67efdd05-5e1b22d1c29d.wav,27.1408,5.5058,3.845
ulunas,p253_316_mic2-8cb9e9e8ff38-1a1079f7cdf9.wav,29.0557,6.1911,3.667
ulunas,p253_328_mic2-3bc8cbd92a9d-10f4905f7ff9.wav,29.1027,5.7579,3.229
ulunas,p253_337_mic2-8d0dfb8acf31-467e5a0ffa72.wav,25.0449,4.8784,5.469
ulunas,p254_007_mic2-fdd748570063-ac6fa29e710c.wav,31.8611,5.2671,4.578
ulunas,p254_009_mic2-2d1eb5d8385b-12779c349133.wav,27.6138,5.5312,4.649
ulunas,p254_151_mic2-6cb32da0ee32-c3e354661770.wav,23.6173,4.4538,4.538
ulunas,p255_007_mic2-758c6e76ba1a-b7180bb730b5.wav,27.0608,7.5881,4.272
ulunas,p255_012_mic2-69168c1b32c2-f8ebd5d3e174.wav,22.3173,5.7272,4.739
ulunas,p255_021_mic2-5ef10c85dccb-b5ad0048d22e.wav,27.6178,4.5678,9.155
ulunas,p255_024_mic2-eb9d9038c5d2-74a69f51823f.wav,30.6397,5.7027,6.964
ulunas,p255_083_mic2-4f629f5cb75e-a936e0456fb8.wav,25.9845,5.9583,4.269
ulunas,p255_120_mic2-5c2aa843bc86-5e7c158737e5.wav,20.4306,6.8715,4.679
ulunas,p255_135_mic2-a5bd75b73827-9e29fa28aa0d.wav,21.2001,6.2937,3.032
ulunas,p255_151_mic2-aadf740246f0-ab9618f4755a.wav,21.0886,6.4356,5.185
ulunas,p255_157_mic2-2e8aef4c26e6-11606570bbe9.wav,27.1189,5.3442,3.738
ulunas,p255_163_mic2-91a09fe09332-e71ed3f948a7.wav,28.8787,5.2698,3.46
ulunas,p255_194_mic2-e91efe893e36-545ed8829676.wav,27.7198,6.0206,4.269
ulunas,p255_198_mic2-4887b3d2114f-15fcbbae8909.wav,20.4444,8.0745,3.691
ulunas,p255_206_mic2-c1b7782ce7aa-6de9e5da4aa3.wav,26.0264,6.6262,4.461
ulunas,p255_238_mic2-0349b09a0b63-886aa7413709.wav,24.6029,6.3223,3.39
ulunas,p255_249_mic1-a2dc60f039cd-6ed3cd273cf4.wav,25.1497,4.7867,3.758
ulunas,p255_261_mic2-5d56ce3fb5f4-af9918732e23.wav,24.0517,5.6614,4.526
ulunas,p255_269_mic2-674e88e569ec-4a274d8f33a0.wav,32.3186,5.9521,4.82
ulunas,p255_302_mic2-c2894a59aa3f-59263216cd13.wav,23.6306,5.4917,4.098
ulunas,p255_307_mic2-bc7baeb280f1-150b3c12a395.wav,21.5118,5.58,4.964
ulunas,p255_329_mic2-517118382cb2-92935247a5c8.wav,30.0581,5.7154,5.459
ulunas,p255_336_mic2-68fa29a25b39-e38f71d7ff73.wav,24.6364,5.6345,3.659
ulunas,p255_346_mic2-bd34e9c84b46-e06983dd967f.wav,27.803,6.0557,3.631
ulunas,p255_369_mic2-f10d324f0af3-d80330b11dc5.wav,27.1678,7.9676,3.394
ulunas,p255_370_mic2-5edc54f25d1c-2aeb05ed3932.wav,31.3374,6.3871,3.857
ulunas,p256_077_mic2-f1dd62386a1a-ff1f0457fd06.wav,32.4929,5.8014,3.675
ulunas,p256_127_mic2-3dd943c1cf49-b42bc5b2ff5f.wav,34.6683,5.2742,4.483
ulunas,p256_193_mic2-41d8d1e98e4d-c2ff612b8568.wav,25.4647,5.0971,3.063
ulunas,p256_201_mic2-ead0caa6f7f0-b3b17020631b.wav,33.4623,4.8935,4.602
ulunas,p256_215_mic2-1c374a457fab-1d61f6f79762.wav,30.588,4.5573,5.344
ulunas,p256_216_mic1-9da27261ebdc-ceb5d8f2d8c8.wav,35.1836,4.0399,5.027
ulunas,p256_259_mic1-f8dffa84f484-f381bdf08f7c.wav,30.9549,5.1783,4.889
ulunas,p256_274_mic2-67f14c810c0a-30d5430a6c8c.wav,28.7165,4.0592,4.53
ulunas,p256_283_mic2-8024e4469ccb-ba31c8db5989.wav,26.5075,5.3052,3.437
ulunas,p256_290_mic2-f78eae113208-905c77e29c30.wav,31.5842,4.695,4.063
ulunas,p257_004_mic2-92656244bb30-cef430ab9c61.wav,17.8588,6.6357,3.631
ulunas,p257_127_mic2-f1483fd909f3-cc28134c0849.wav,29.6733,6.5411,3.421
ulunas,p257_206_mic2-785b6dfa870d-3cc8789d520a.wav,23.0406,5.756,3.116
ulunas,p257_237_mic2-2e9412446ce7-3ceaf7b3ac0b.wav,24.3397,6.4302,3.546
ulunas,p257_366_mic2-5a891dc4a279-6fb1843bb8f7.wav,24.7526,6.5736,3.585
ulunas,p257_389_mic2-75360da1a35e-0e2294ce4ce7.wav,25.5304,6.9977,3.67
ulunas,p258_090_mic2-a837c9b84e46-9c64f854fb01.wav,31.803,6.4376,3.535
ulunas,p258_124_mic1-753e6bb12efa-54b2af41c8c3.wav,23.5318,6.3212,3.032
ulunas,p258_183_mic1-42616d5e735a-7bd924116a01.wav,26.0569,5.5988,3.848
ulunas,p258_183_mic2-ef778536f11c-d24f7177cf0d.wav,25.1336,4.8763,3.848
ulunas,p258_216_mic1-93a926cd251c-14abfe7b2361.wav,24.0806,7.0516,3.183
ulunas,p258_222_mic1-dec5703f1f8b-d38a220fc793.wav,25.0299,5.0103,3.806
ulunas,p258_227_mic2-dfe760137efb-5fb440f52e56.wav,30.6483,5.9139,3.935
ulunas,p258_272_mic2-cb087d195c6d-d730f1121b37.wav,24.3541,6.5746,3.92
ulunas,p258_289_mic1-6ac89db1abc6-29ba1815bb4a.wav,26.4876,5.2388,3.021
ulunas,p258_305_mic1-c1f8a666c08c-84a3c09f0759.wav,25.6097,6.8102,3.781
ulunas,p258_316_mic1-04841d0b077b-cff65a9e0e3b.wav,30.2638,6.5562,3.292
ulunas,p258_329_mic1-1b6aef89ecda-63d1a0f96108.wav,26.4299,6.3454,3.867
ulunas,p258_378_mic1-8a04326b9019-d180fa0135a1.wav,26.2953,6.9809,3.571
ulunas,p258_392_mic1-a8dd3a0063d4-9d4186bc6e20.wav,24.9125,4.5831,3.012
ulunas,p259_019_mic1-bbf2398283aa-a2ac01cc1d23.wav,22.103,4.1686,7.425
ulunas,p259_039_mic1-226f7790572c-e308f012f1fb.wav,29.7185,5.0778,3.546
ulunas,p259_056_mic2-8ea14a0dbaec-0b5f67e545a5.wav,31.4752,5.0125,3.297
ulunas,p259_059_mic1-de954a3e7ffc-78629aa245f7.wav,25.2846,6.4306,3.085
ulunas,p259_078_mic1-988dd6ea7b02-3029706c1871.wav,28.305,5.9223,3.027
ulunas,p259_091_mic1-38b18be43b58-320b7219b218.wav,27.2874,5.2866,3.197
ulunas,p259_104_mic1-73ae6fb16a05-17be795f68db.wav,29.3521,6.614,3.428
ulunas,p259_106_mic2-c85844cfefad-bb4ae2ba5a35.wav,26.7908,5.4097,3.526
ulunas,p259_110_mic1-c7cbf15aaf29-fd1a5c2ce581.wav,30.2344,5.9218,3.467
ulunas,p259_118_mic1-5b5680d368bc-d077a90bbd3e.wav,28.8514,5.2371,4.436
ulunas,p259_130_mic2-df486ce6265d-556aad41e044.wav,27.826,5.5247,4.47
ulunas,p259_132_mic2-8bd456a619de-24ade7bbf6bc.wav,30.8604,4.6573,3.335
ulunas,p259_136_mic1-baaf081915f8-cdca9cb93939.wav,24.608,5.0238,3.661
ulunas,p259_153_mic2-a541c066c806-98f6bd529e8b.wav,23.981,4.5911,3.432
ulunas,p259_215_mic1-7dedd171b10c-522ab78f6a22.wav,26.1796,5.7992,3.363
ulunas,p259_252_mic2-91775593bdfc-0ebaa34edb73.wav,26.8125,5.7805,3.23
ulunas,p259_262_mic1-2649462a9062-7dc5da6ba235.wav,28.0223,6.9724,3.836
ulunas,p259_390_mic2-c32b5ec81acf-3a3406f53b22.wav,25.8432,4.9061,4.345
ulunas,p259_399_mic2-7f252123ba61-0f59af14c7ed.wav,23.8364,6.4693,3.075
ulunas,p259_409_mic1-89daa7cccb00-c27f892da776.wav,28.373,5.7993,3.277
ulunas,p259_409_mic2-c847ce0b1117-0770ff1a43b7.wav,23.1107,4.8,3.277
ulunas,p259_440_mic2-8fcec93e2530-3bb24c20a9ae.wav,30.2373,4.5761,4.757
ulunas,p259_481_mic2-82a9a68d6ecb-1b2eb6a5e9d8.wav,22.3738,4.5808,3.363
ulunas,p260_008_mic1-60cc9678d603-808583beeb96.wav,30.3974,3.9678,5.955
ulunas,p260_013_mic1-87bd4741d27c-daaa31152e9b.wav,30.9086,4.344,4.099
ulunas,p260_014_mic1-edbf40780a59-78963590e796.wav,30.3814,3.9165,4.923
ulunas,p260_018_mic1-7f938a0c1810-160fce3dd8d7.wav,31.0209,3.9758,5.524
ulunas,p260_020_mic1-2d781070008e-29a23a87e225.wav,36.0021,3.2701,4.192
ulunas,p260_034_mic1-2a4393e51def-51db531b3482.wav,33.1338,4.0761,4.378
ulunas,p260_040_mic1-961ca8b4d9b1-20f0e07e786c.wav,29.3235,4.9094,3.885
ulunas,p260_044_mic1-c6a2369a8fc6-9390aec1e322.wav,26.0382,3.901,3.856
ulunas,p260_059_mic2-a5119c69d5d2-40d7d78787f0.wav,26.7772,5.4769,3.364
ulunas,p260_060_mic2-e5be4a341b63-24f63ceefe64.wav,27.1133,4.5067,3.944
ulunas,p260_086_mic1-416d0fe55746-28a7a813bde1.wav,29.6811,4.702,4.056
ulunas,p260_120_mic2-eacbf09158bf-7f4721b719c5.wav,31.0432,7.4736,3.737
ulunas,p260_146_mic2-98d2e16b4da3-171bc0afb4b3.wav,34.6812,5.1806,3.721
ulunas,p260_179_mic1-10716cff245a-74fc473039cd.wav,28.1609,5.3931,3.17
ulunas,p260_214_mic1-4f1596439ad6-5f8d630ee9ce.wav,25.6291,4.4349,3.602
ulunas,p260_215_mic2-f4946f70784a-b5beec306f54.wav,32.6698,8.071,3.908
ulunas,p260_216_mic1-433323f9f57a-cf41ce014c35.wav,28.3994,4.4304,3.855
ulunas,p260_236_mic1-ece76588d7db-e9e949eb80ad.wav,28.296,5.1348,3.329
ulunas,p260_276_mic1-dc4ff6b4c3dd-18cba979bd04.wav,24.2495,4.943,3.186
ulunas,p260_278_mic2-7413f9d67bb5-3c05734db78c.wav,32.1099,5.4293,3.445
ulunas,p260_322_mic2-bb3da81575ae-ce963a1b45dd.wav,31.6542,6.9306,3.068
ulunas,p260_335_mic1-2b8f5196330d-cc7dcb9fc3ad.wav,24.9345,4.3226,5.097
ulunas,p260_342_mic2-ef578b308c80-c48078a8987c.wav,34.7301,6.1902,3.164
ulunas,p261_004_mic2-f4d988361696-12e5797480e1.wav,27.1525,6.0084,4.441
ulunas,p261_023_mic2-2347633fcbc7-e974f877512e.wav,28.1786,5.2129,9.818
ulunas,p261_024_mic1-24707669a440-f54e02ccf4d2.wav,23.6181,3.9945,6.061
ulunas,p261_070_mic2-626f8a7abe1b-9a0d39bef820.wav,33.2038,5.585,3.712
ulunas,p261_178_mic1-1e7d5059a6a3-b2d82cef9254.wav,27.3693,5.8231,4.137
ulunas,p261_233_mic2-4f2622ebaf63-0a565704e7ed.wav,29.8917,6.5203,3.117
ulunas,p261_262_mic2-ffcddfe0f726-3b825ddbee84.wav,20.9115,6.0495,3.247
ulunas,p261_279_mic2-c93020398b73-5e834acc77af.wav,24.9385,6.9611,3.501
ulunas,p261_284_mic1-ed0f7e0e3f28-af0b124f0961.wav,27.1565,5.3456,3.887
ulunas,p261_290_mic2-73013ee31ac4-c3bab5161511.wav,28.9703,6.319,3.63
ulunas,p261_333_mic2-65db654fd94d-c4830c365a38.wav,34.6116,6.1816,4.354
ulunas,p262_019_mic2-a838b87467cb-fd51489159e8.wav,20.3201,5.2166,8.147
ulunas,p262_023_mic2-64b58aaa1203-70caa22ee8fd.wav,25.9352,4.7954,11.192
ulunas,p262_030_mic2-75f0cec40a83-df2fe9f91796.wav,24.4306,4.2545,5.181
ulunas,p262_050_mic2-9cab19fa4fc0-ccba801bc07c.wav,18.5851,6.9403,3.034
ulunas,p262_091_mic2-4e51235bf572-fab98a013575.wav,24.6075,7.3873,3.515
ulunas,p262_162_mic2-39d03e9321db-94b587d706d7.wav,29.5554,5.7793,4.77
ulunas,p262_164_mic2-a8b7b2d1f671-3480329000dc.wav,24.3697,6.6835,3.374
ulunas,p262_167_mic2-de04a527f51c-5755a62733b3.wav,23.8192,5.4558,4.278
ulunas,p262_183_mic2-d2ac5b80c868-34965eda2271.wav,19.7358,8.9528,3.428
ulunas,p262_301_mic2-138d1e1b777c-21436ca1715b.wav,24.0284,5.9531,4.544
ulunas,p262_305_mic2-779092d74f23-c1593875e6c9.wav,28.2478,5.7384,3.589
ulunas,p262_344_mic2-1312ec37abb2-bfc6683080a0.wav,23.3175,5.5927,3.514
ulunas,p262_358_mic2-20d8a8856c0c-41c8c7cae8bc.wav,30.1146,5.2164,3.246
ulunas,p262_363_mic2-1b2e20afc93a-87b13582340a.wav,17.8321,6.9547,3.928
ulunas,p262_380_mic2-6cfb25566a4c-98fc9998112c.wav,19.8775,6.2981,3.118
ulunas,p262_391_mic2-9a7c43bfff99-6305d40822f7.wav,28.315,4.703,4.487
ulunas,p263_007_mic2-5c2728f0c603-9d29e2051c93.wav,34.9904,6.5746,4.438
ulunas,p263_049_mic2-2459ab2a7b64-35eb95133336.wav,28.2925,6.0611,3.544
ulunas,p263_054_mic2-522a0f771283-c1869c96a1bf.wav,36.9891,5.1889,4.009
ulunas,p263_107_mic2-327838680024-f74489381182.wav,35.9643,6.4697,3.115
ulunas,p263_119_mic2-21ee197953f3-a2a298f3c022.wav,29.7071,6.9092,4.057
ulunas,p263_168_mic1-83d3853d1eb6-41c7eed4f3c1.wav,28.2964,5.7602,3.798
ulunas,p263_168_mic2-208775fff6b0-3952d3cd9289.wav,36.0302,6.1153,3.798
ulunas,p263_217_mic1-59bd88337860-79274f2aff8a.wav,25.4066,5.7529,3.544
ulunas,p263_219_mic2-fe35347cadff-1834d07bf633.wav,35.6445,6.368,3.46
ulunas,p263_241_mic2-0dc105f756b3-32f6e6db6819.wav,34.3863,5.5925,4.268
ulunas,p263_262_mic2-af72e6612421-2650a1080a6f.wav,32.9141,5.7584,4.573
ulunas,p263_313_mic2-6928e2b8d5e7-de7cffbe26b1.wav,29.6398,6.5079,3.03
ulunas,p263_316_mic2-f12fba428b1d-e2f4805e458b.wav,26.0829,6.7532,3.713
ulunas,p263_375_mic2-ebee9fdc92a5-06cbc63306b6.wav,31.7966,6.326,3.371
ulunas,p263_381_mic1-da5a1d5b49cf-3b70d254ee09.wav,26.8335,4.9215,4.994
ulunas,p263_381_mic2-f3e5dbab7e33-9f472741b809.wav,34.1546,5.4655,4.994
ulunas,p263_405_mic2-679644a85639-db50aa309b30.wav,35.4587,5.7016,4.132
ulunas,p264_059_mic2-97a10a7e3cf0-2fd0df046866.wav,32.1418,5.1302,3.121
ulunas,p264_130_mic2-b918b95489e6-b5b752b08a73.wav,26.243,8.2881,3.673
ulunas,p264_143_mic2-8243008e8984-d4bab008bfd2.wav,25.6137,7.4533,3.588
ulunas,p264_146_mic2-655c1684047d-bb5f687c7cd3.wav,22.192,5.4738,3.158
ulunas,p264_174_mic2-b279384eaa46-7e65b1c01db7.wav,27.9825,9.8458,3.288
ulunas,p264_247_mic2-75ffd66acfcb-36ce3a4ffd3c.wav,21.5006,6.2848,5.467
ulunas,p264_252_mic2-44cd7ead917c-d665ced7b170.wav,25.5197,6.5673,3.117
ulunas,p264_256_mic2-f8feb259b543-fe976feef680.wav,21.1924,6.7837,3.162
ulunas,p264_405_mic2-0728ad206a53-41378f8b1b1b.wav,23.7199,4.3211,5.841
ulunas,p264_440_mic2-4c000c184fa2-544813928ed5.wav,18.4463,5.9289,3.502
ulunas,p264_441_mic2-5e862d275a5a-cfafae93ead9.wav,21.5747,6.9782,5.509
ulunas,p264_473_mic2-2e81c22544a7-03c8426eb97f.wav,22.3834,5.9292,3.674
ulunas,p264_478_mic2-3ad076606d5a-4aba06e60237.wav,23.8968,4.63,4.399
ulunas,p265_015_mic2-1b598c44fc4c-a2d26c1905b4.wav,27.5497,6.4009,8.274
ulunas,p265_036_mic2-32cb14b88b65-bfa7c8557c67.wav,23.2232,5.0238,5.253
ulunas,p265_072_mic2-5d255ba69a9e-a351dd75c2ac.wav,21.9119,6.1277,4.1
ulunas,p265_075_mic2-382e14566b44-018fcfdcaa20.wav,24.6774,7.3038,3.668
ulunas,p265_173_mic2-eca9b8e639fd-e616fcdece66.wav,26.7352,5.8934,5.419
ulunas,p265_180_mic2-2fc8063a5c77-23a0f10331f2.wav,24.6819,6.0848,5.158
ulunas,p265_236_mic2-e118ea1ca6b8-0db2ffa04935.wav,29.9215,5.1898,4.152
ulunas,p265_264_mic2-294062d4a63b-cd6a114b1f46.wav,27.4708,4.858,5.992
ulunas,p265_273_mic2-64a0d2b3c163-9d73f66e5de1.wav,20.932,6.1505,4.86
ulunas,p265_280_mic2-0114615e2bd4-8f0cfd886ce9.wav,25.2036,5.6213,5.426
ulunas,p265_314_mic2-f3012c196449-8162031d0ad2.wav,21.7729,5.3271,5.437
ulunas,p265_345_mic2-a8631eda3284-5aeb6487b928.wav,23.6078,5.542,4.853
ulunas,p266_057_mic2-66bb7294bc3c-85c6ed383298.wav,21.7556,8.1867,4.2
ulunas,p266_269_mic2-e4b73efbb007-346ffc0867c2.wav,23.6201,7.7012,4.524
ulunas,p267_083_mic2-84e8a30d24c3-91edfd3be058.wav,25.9423,6.9135,3.094
ulunas,p267_358_mic2-808e5b33e72d-4e2951229959.wav,21.6397,7.7856,3.927
ulunas,p268_010_mic2-ead0e09f4b36-28fbd3476d34.wav,26.2144,5.5379,3.876
ulunas,p268_016_mic2-ce95ab0fd3a0-c557066651f0.wav,32.607,4.8488,7.543
ulunas,p268_026_mic2-5cb38eb9ba30-65cbbc168e3d.wav,29.6612,7.0682,3.354
ulunas,p268_060_mic1-995ae315d3df-c15d3cc60751.wav,25.6069,7.6646,3.78
ulunas,p268_066_mic2-d8a0ca2584de-1a99902ff3e2.wav,29.8041,5.7527,3.723
ulunas,p268_079_mic1-41649c8931b8-d2b4de63a327.wav,27.6803,4.6891,3.997
ulunas,p268_088_mic1-f0eb2fc11fe5-cb12226c43ba.wav,25.5945,5.3798,4.23
ulunas,p268_111_mic1-c86d4ec872b3-787d506b7102.wav,26.835,6.8707,3.012
ulunas,p268_116_mic1-6ffa983baa32-d3c4b7cf2a81.wav,26.8794,4.8573,3.931
ulunas,p268_129_mic2-6aa289556ff9-ce0d17ae8732.wav,34.3009,6.0953,3.087
ulunas,p268_142_mic2-5f3b7882c632-aa642edac9e5.wav,27.0405,5.1762,5.142
ulunas,p268_166_mic2-0085caa2efc9-01141383e132.wav,28.4117,6.2397,3.079
ulunas,p268_195_mic1-a213ac683b2b-191b947b6553.wav,27.7334,4.8471,3.473
ulunas,p268_212_mic2-f52e1e42baf8-742c8c9a1d3f.wav,24.2737,8.2588,3.905
ulunas,p268_215_mic1-2d227dbbf633-5b68c859719d.wav,28.9805,4.2446,3.173
ulunas,p268_217_mic1-70f6951bee40-9aac4b77e477.wav,24.7649,5.0033,4.485
ulunas,p268_230_mic2-6dbf1cdfeb46-e19e0db20c0e.wav,24.3777,5.5885,4.151
ulunas,p268_245_mic2-d00bfbd3b206-91384590c2fe.wav,28.1355,5.5335,3.003
ulunas,p268_263_mic1-b0e85c47636d-ac28a6a975bf.wav,25.7461,4.2428,3.826
ulunas,p268_263_mic2-6111fe44c94f-e464133b6dc7.wav,29.8326,5.1163,3.826
ulunas,p268_277_mic2-a0b39babc5d7-c9053fab42a7.wav,29.7953,6.2738,3.527
ulunas,p268_294_mic1-17e571697560-56506aee3362.wav,29.7625,4.3898,5.965
ulunas,p268_305_mic2-ae9711bd7d27-d5d01ec4f2d3.wav,28.9402,5.1438,5.761
ulunas,p268_308_mic1-ef2924c7388e-e74c2264b69b.wav,33.2136,4.7223,3.139
ulunas,p268_322_mic2-4e0caf971744-446d84006424.wav,28.5012,5.1775,4.123
ulunas,p268_323_mic1-6c224a6334fa-c9198da7e71d.wav,29.1605,5.124,4.19
ulunas,p268_328_mic2-7cf566cf915f-4b2058949b74.wav,28.1565,5.8384,5.273
ulunas,p268_360_mic1-d5e2e98e503e-a89f29fd3d5e.wav,29.4033,4.2127,3.174
ulunas,p268_364_mic1-df8ed22ee8a2-0af9c9d2162b.wav,26.9864,4.9372,4.039
ulunas,p268_370_mic1-c4858a0d19f5-086ad19e67aa.wav,27.7273,4.676,3.052
ulunas,p268_374_mic2-5c0338f86471-c75bd446d62f.wav,28.7696,6.9726,3.177
ulunas,p268_383_mic1-67e4393fda00-3e8277f462a6.wav,26.4774,6.7472,3.161
ulunas,p268_402_mic2-ec43a0a8121a-3b2fa64b1203.wav,29.7072,5.8704,4.279
ulunas,p268_406_mic1-46fa73b4aada-719659c096f8.wav,29.2146,5.2352,3.333
ulunas,p268_407_mic1-f01d584c3e13-b10b0478d655.wav,31.9309,5.1706,3.977
ulunas,p268_409_mic2-916cc9d1b71f-49fcf2ddd079.wav,27.1031,5.436,3.931
ulunas,p269_005_mic2-66c8dd7e5e23-02f5c9e5d73b.wav,25.2481,6.7188,5.6
ulunas,p269_009_mic2-76540ef20d41-18c7f4dbc364.wav,32.1323,6.0375,4.704
ulunas,p269_018_mic2-f4fa86b6d3cd-2882da26877c.wav,23.4236,5.1265,5.268
ulunas,p269_028_mic2-460886347ad3-6f7eaf1482b5.wav,25.1887,6.194,3.14
ulunas,p269_034_mic2-7b68796f8f15-be8942dbfd14.wav,19.2568,6.399,4.402
ulunas,p269_096_mic2-20ddb4109554-5132e890f666.wav,31.4058,5.4157,3.296
ulunas,p269_114_mic2-99aec057cadb-55fe740212aa.wav,23.0636,6.557,3.809
ulunas,p269_121_mic2-4078675f936d-fd2466f7aab4.wav,27.9794,6.5661,4.391
ulunas,p269_129_mic2-45603bca0053-dcf04b26f349.wav,25.6969,5.7259,3.329
ulunas,p269_135_mic2-ca6826babffe-577d67d22483.wav,27.0694,5.6138,4.174
ulunas,p269_136_mic2-b80d9da6bc25-1f6cf17ba7ef.wav,28.5107,5.9059,3.587
ulunas,p269_140_mic2-37746fa244cc-16745770f954.wav,24.8504,5.9347,4.369
ulunas,p269_169_mic2-eb69f3cfd02c-cebda15963c3.wav,26.1791,6.0635,4.081
ulunas,p269_207_mic2-48a0ca6d44c9-7069742de608.wav,30.8737,5.7894,3.423
ulunas,p269_218_mic2-21c2e4141c65-1153c1e3b261.wav,25.6765,5.0476,3.354
ulunas,p269_228_mic2-beee6e3d03c4-aa2a83fb5d74.wav,29.354,5.9742,4.489
ulunas,p269_254_mic2-d826872b4760-b48c270b1a50.wav,22.5642,6.8459,3.087
ulunas,p269_272_mic2-7bc04227c523-ef822137fe68.wav,27.345,7.6441,3.248
ulunas,p269_281_mic2-62b48a8abd2e-b773e8fd934c.wav,23.8764,5.8601,3.739
ulunas,p269_283_mic2-d729d4e1f6e3-844f1342791d.wav,23.5752,6.0161,3.202
ulunas,p269_299_mic2-bd15a139fe9f-0a3c4acc307e.wav,25.4738,5.8621,3.075
ulunas,p269_301_mic2-0042a69d4efa-95f9e93bb552.wav,24.0784,5.7527,3.042
ulunas,p269_323_mic2-35adadcd423a-ae56e09eb045.wav,26.5845,5.9487,4.597
ulunas,p269_349_mic2-033d8945f63f-151fbcccc488.wav,32.505,5.5493,3.467
ulunas,p269_371_mic2-3d9577f4ed84-fcf402eb161a.wav,28.4236,5.3224,3.942
ulunas,p269_389_mic2-c43427e2b9b8-64f6e877e651.wav,25.6097,7.21,3.069
ulunas,p270_056_mic2-24a8c9b7c648-417f2dfc0fd7.wav,29.9385,7.7201,3.076
ulunas,p271_008_mic1-b8074dc77432-40f9a8d0ef52.wav,29.2919,5.0545,9.38
ulunas,p271_008_mic2-6f657aeb16d4-b254327fb29e.wav,30.6505,4.6915,9.38
ulunas,p271_015_mic1-40e029cb60bf-517901e6cecc.wav,26.7404,4.0354,7.428
ulunas,p271_070_mic1-b64f3a36ed58-7fa3717667a8.wav,27.9862,4.1947,3.332
ulunas,p271_103_mic1-1014ce1b7cff-05e176a450f8.wav,26.9455,5.3285,4.097
ulunas,p271_115_mic1-e8f56c1b4684-6bbd465e29a4.wav,27.9104,4.9708,3.374
ulunas,p271_124_mic2-c208e6fb0e0e-80e6409d7c17.wav,24.4682,7.2485,4.827
ulunas,p271_132_mic1-a1b86cc4a689-6139ec62ec13.wav,29.5976,5.7068,4.58
ulunas,p271_182_mic1-8abc6abf1487-9825e8e3faaf.wav,26.9062,5.0254,5.592
ulunas,p271_183_mic2-c1212c5ae6b9-7a5e5f8d600f.wav,26.8919,6.3049,4.248
ulunas,p271_196_mic1-7605f757627a-e4be18ab5c73.wav,26.3478,6.0661,4.57
ulunas,p271_219_mic2-bc20c4f3c342-4c1de92887c6.wav,26.9967,5.3532,5.582
ulunas,p271_232_mic1-47f4150ad63c-d9f0686b663d.wav,28.19,5.3609,5.038
ulunas,p271_255_mic1-9c6cf772b5b6-fe435e814a64.wav,20.8476,6.5083,3.94
ulunas,p271_308_mic1-7a7e71657668-24dbf96888ea.wav,26.0749,5.4297,5.586
ulunas,p271_310_mic2-787385b84dab-20b98ec2e2d0.wav,31.0334,6.0128,4.357
ulunas,p271_339_mic1-e8ba2e33f65d-854275f02f01.wav,24.269,6.9287,3.371
ulunas,p271_381_mic1-0e6aae408668-6171586da210.wav,26.2625,4.1032,3.845
